uri,cls,label
<http://edukg.org/knowledge/3.0/instance/physics#main-E1481>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,发散作用
<http://edukg.org/knowledge/3.0/instance/physics#main-E765>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,杆秤
<http://edukg.org/knowledge/3.0/instance/physics#main-E807>,<http://www.w3.org/2002/07/owl#NamedIndividual>,利用推论法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1063>,<http://www.w3.org/2002/07/owl#NamedIndividual>,分子大小
<http://edukg.org/knowledge/3.0/instance/physics#main-E1616>,<http://www.w3.org/2002/07/owl#NamedIndividual>,温度（T）
<http://edukg.org/knowledge/3.0/instance/physics#main-E779>,<http://www.w3.org/2002/07/owl#NamedIndividual>,暖色
<http://edukg.org/knowledge/3.0/instance/physics#main-E83>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,录像机
<http://edukg.org/knowledge/3.0/instance/physics#main-E133>,<http://www.w3.org/2002/07/owl#NamedIndividual>,误差
<http://edukg.org/knowledge/3.0/instance/physics#main-E900>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,振荡电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E1166>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,分子总动能
<http://edukg.org/knowledge/3.0/instance/physics#main-E863>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,分立元件
<http://edukg.org/knowledge/3.0/instance/physics#main-E123>,<http://edukg.org/knowledge/3.0/class/physics#main-C13>,正弦式交变电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E134>,<http://www.w3.org/2002/07/owl#NamedIndividual>,阿基米德原理
<http://edukg.org/knowledge/3.0/instance/physics#main-E483>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,液体压强
<http://edukg.org/knowledge/3.0/instance/physics#main-E1918>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,阴极射线
<http://edukg.org/knowledge/3.0/instance/physics#main-E1071>,<http://www.w3.org/2002/07/owl#NamedIndividual>,示波器
<http://edukg.org/knowledge/3.0/instance/physics#main-E554>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,导体
<http://edukg.org/knowledge/3.0/instance/physics#main-E600>,<http://edukg.org/knowledge/3.0/class/physics#main-C10>,时
<http://edukg.org/knowledge/3.0/instance/physics#main-E1428>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电势
<http://edukg.org/knowledge/3.0/instance/physics#main-E2044>,<http://www.w3.org/2002/07/owl#NamedIndividual>,静摩擦力
<http://edukg.org/knowledge/3.0/instance/physics#main-E1878>,<http://edukg.org/knowledge/3.0/class/physics#main-C18>,三相四线制供电
<http://edukg.org/knowledge/3.0/instance/physics#main-E1733>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,机械振动
<http://edukg.org/knowledge/3.0/instance/physics#main-E488>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,拉密定理
<http://edukg.org/knowledge/3.0/instance/physics#main-E542>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,刻度尺
<http://edukg.org/knowledge/3.0/instance/physics#main-E1547>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,倍增法
<http://edukg.org/knowledge/3.0/instance/physics#main-E58>,<http://www.w3.org/2002/07/owl#NamedIndividual>,双孔干涉
<http://edukg.org/knowledge/3.0/instance/physics#main-E932>,<http://edukg.org/knowledge/3.0/class/physics#main-C11>,核力
<http://edukg.org/knowledge/3.0/instance/physics#main-E1903>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,触电
<http://edukg.org/knowledge/3.0/instance/physics#main-E1971>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,机械能及其转化
<http://edukg.org/knowledge/3.0/instance/physics#main-E1572>,<http://www.w3.org/2002/07/owl#NamedIndividual>,圆板衍射
<http://edukg.org/knowledge/3.0/instance/physics#main-E356>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,跨步电压触电
<http://edukg.org/knowledge/3.0/instance/physics#main-E1543>,<http://www.w3.org/2002/07/owl#NamedIndividual>,反射
<http://edukg.org/knowledge/3.0/instance/physics#main-E313>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,局部短路
<http://edukg.org/knowledge/3.0/instance/physics#main-E1786>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,动能定理
<http://edukg.org/knowledge/3.0/instance/physics#main-E1707>,<http://www.w3.org/2002/07/owl#NamedIndividual>,速率
<http://edukg.org/knowledge/3.0/instance/physics#main-E1334>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,断电自感
<http://edukg.org/knowledge/3.0/instance/physics#main-E344>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,分压电路
<http://edukg.org/knowledge/3.0/instance/physics#main-E594>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,调频
<http://edukg.org/knowledge/3.0/instance/physics#main-E408>,<http://edukg.org/knowledge/3.0/class/physics#main-C1>,阿基米德
<http://edukg.org/knowledge/3.0/instance/physics#main-E1416>,<http://www.w3.org/2002/07/owl#NamedIndividual>,场源电荷
<http://edukg.org/knowledge/3.0/instance/physics#main-E847>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,通电线圈
<http://edukg.org/knowledge/3.0/instance/physics#main-E1078>,<http://www.w3.org/2002/07/owl#NamedIndividual>,动能
<http://edukg.org/knowledge/3.0/instance/physics#main-E1766>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,费米
<http://edukg.org/knowledge/3.0/instance/physics#main-E836>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电容器充电
<http://edukg.org/knowledge/3.0/instance/physics#main-E147>,<http://www.w3.org/2002/07/owl#NamedIndividual>,程序法
<http://edukg.org/knowledge/3.0/instance/physics#main-E278>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,实验法
<http://edukg.org/knowledge/3.0/instance/physics#main-E208>,<http://www.w3.org/2002/07/owl#NamedIndividual>,喷气发动机
<http://edukg.org/knowledge/3.0/instance/physics#main-E1747>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,晶体
<http://edukg.org/knowledge/3.0/instance/physics#main-E701>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,会聚作用
<http://edukg.org/knowledge/3.0/instance/physics#main-E549>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电势叠加
<http://edukg.org/knowledge/3.0/instance/physics#main-E1799>,<http://www.w3.org/2002/07/owl#NamedIndividual>,力学特性
<http://edukg.org/knowledge/3.0/instance/physics#main-E507>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,熔化实验
<http://edukg.org/knowledge/3.0/instance/physics#main-E1770>,<http://www.w3.org/2002/07/owl#NamedIndividual>,表面张力
<http://edukg.org/knowledge/3.0/instance/physics#main-E2212>,<http://www.w3.org/2002/07/owl#NamedIndividual>,静电力常量
<http://edukg.org/knowledge/3.0/instance/physics#main-E1436>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,一维碰撞
<http://edukg.org/knowledge/3.0/instance/physics#main-E2203>,<http://www.w3.org/2002/07/owl#NamedIndividual>,分子动理论
<http://edukg.org/knowledge/3.0/instance/physics#main-E53>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,相对论
<http://edukg.org/knowledge/3.0/instance/physics#main-E1837>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,数码相机
<http://edukg.org/knowledge/3.0/instance/physics#main-E417>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,动量
<http://edukg.org/knowledge/3.0/instance/physics#main-E209>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,超导现象
<http://edukg.org/knowledge/3.0/instance/physics#main-E1350>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,熔化
<http://edukg.org/knowledge/3.0/instance/physics#main-E1759>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,噪声污染
<http://edukg.org/knowledge/3.0/instance/physics#main-E1611>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,自感电动势
<http://edukg.org/knowledge/3.0/instance/physics#main-E1349>,<http://edukg.org/knowledge/3.0/class/physics#main-C10>,兆赫
<http://edukg.org/knowledge/3.0/instance/physics#main-E1267>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,太阳系
<http://edukg.org/knowledge/3.0/instance/physics#main-E886>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,连通器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1764>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,吸热现象
<http://edukg.org/knowledge/3.0/instance/physics#main-E228>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,圆周运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1813>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,液体压强公式p=ρgh的理解
<http://edukg.org/knowledge/3.0/instance/physics#main-E1415>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,图解法
<http://edukg.org/knowledge/3.0/instance/physics#main-E354>,<http://www.w3.org/2002/07/owl#NamedIndividual>,倒影
<http://edukg.org/knowledge/3.0/instance/physics#main-E1632>,<http://edukg.org/knowledge/3.0/class/physics#main-C10>,开尔文
<http://edukg.org/knowledge/3.0/instance/physics#main-E1989>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,幻灯机
<http://edukg.org/knowledge/3.0/instance/physics#main-E1444>,<http://www.w3.org/2002/07/owl#NamedIndividual>,核电荷数
<http://edukg.org/knowledge/3.0/instance/physics#main-E1116>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,重心
<http://edukg.org/knowledge/3.0/instance/physics#main-E1327>,<http://edukg.org/knowledge/3.0/class/physics#main-C10>,摄氏度
<http://edukg.org/knowledge/3.0/instance/physics#main-E1357>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,能量量子化
<http://edukg.org/knowledge/3.0/instance/physics#main-E98>,<http://www.w3.org/2002/07/owl#NamedIndividual>,感应电动势
<http://edukg.org/knowledge/3.0/instance/physics#main-E1686>,<http://www.w3.org/2002/07/owl#NamedIndividual>,比结合能
<http://edukg.org/knowledge/3.0/instance/physics#main-E173>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,平衡位置
<http://edukg.org/knowledge/3.0/instance/physics#main-E1535>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,电荷
<http://edukg.org/knowledge/3.0/instance/physics#main-E1099>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,焦耳实验
<http://edukg.org/knowledge/3.0/instance/physics#main-E494>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,居民用电
<http://edukg.org/knowledge/3.0/instance/physics#main-E920>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,水污染
<http://edukg.org/knowledge/3.0/instance/physics#main-E445>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,喷雾器
<http://edukg.org/knowledge/3.0/instance/physics#main-E888>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,麦克风
<http://edukg.org/knowledge/3.0/instance/physics#main-E424>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,各向异性
<http://edukg.org/knowledge/3.0/instance/physics#main-E831>,<http://www.w3.org/2002/07/owl#NamedIndividual>,运动的快慢
<http://edukg.org/knowledge/3.0/instance/physics#main-E435>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,或门
<http://edukg.org/knowledge/3.0/instance/physics#main-E1290>,<http://edukg.org/knowledge/3.0/class/physics#main-C13>,电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E1252>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,半导体技术
<http://edukg.org/knowledge/3.0/instance/physics#main-E2047>,<http://www.w3.org/2002/07/owl#NamedIndividual>,地磁场
<http://edukg.org/knowledge/3.0/instance/physics#main-E2195>,<http://www.w3.org/2002/07/owl#NamedIndividual>,手扶拖拉机
<http://edukg.org/knowledge/3.0/instance/physics#main-E681>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,发射
<http://edukg.org/knowledge/3.0/instance/physics#main-E1724>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,核反应堆
<http://edukg.org/knowledge/3.0/instance/physics#main-E1827>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,理想化实验法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1101>,<http://www.w3.org/2002/07/owl#NamedIndividual>,线电压
<http://edukg.org/knowledge/3.0/instance/physics#main-E1553>,<http://www.w3.org/2002/07/owl#NamedIndividual>,体积
<http://edukg.org/knowledge/3.0/instance/physics#main-E1047>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,游标卡尺
<http://edukg.org/knowledge/3.0/instance/physics#main-E1082>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电场线
<http://edukg.org/knowledge/3.0/instance/physics#main-E236>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,机械
<http://edukg.org/knowledge/3.0/instance/physics#main-E1959>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电源
<http://edukg.org/knowledge/3.0/instance/physics#main-E1930>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,放大的像
<http://edukg.org/knowledge/3.0/instance/physics#main-E1822>,<http://edukg.org/knowledge/3.0/class/physics#main-C13>,正弦交流电
<http://edukg.org/knowledge/3.0/instance/physics#main-E1143>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,与门
<http://edukg.org/knowledge/3.0/instance/physics#main-E743>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,能源问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E1034>,<http://www.w3.org/2002/07/owl#NamedIndividual>,韦
<http://edukg.org/knowledge/3.0/instance/physics#main-E1984>,<http://www.w3.org/2002/07/owl#NamedIndividual>,吸管吸饮料
<http://edukg.org/knowledge/3.0/instance/physics#main-E899>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,望远镜目镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E661>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,u=u′ v
<http://edukg.org/knowledge/3.0/instance/physics#main-E1070>,<http://edukg.org/knowledge/3.0/class/physics#main-C2>,声学实验
<http://edukg.org/knowledge/3.0/instance/physics#main-E1517>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,受力分析
<http://edukg.org/knowledge/3.0/instance/physics#main-E1635>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电磁理论
<http://edukg.org/knowledge/3.0/instance/physics#main-E2165>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,结合能
<http://edukg.org/knowledge/3.0/instance/physics#main-E959>,<http://www.w3.org/2002/07/owl#NamedIndividual>,声波
<http://edukg.org/knowledge/3.0/instance/physics#main-E238>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,弹性限度
<http://edukg.org/knowledge/3.0/instance/physics#main-E110>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,传导性耳聋
<http://edukg.org/knowledge/3.0/instance/physics#main-E1937>,<http://edukg.org/knowledge/3.0/class/physics#main-C18>,永动机
<http://edukg.org/knowledge/3.0/instance/physics#main-E1841>,<http://www.w3.org/2002/07/owl#NamedIndividual>,风力发电
<http://edukg.org/knowledge/3.0/instance/physics#main-E6>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,常见微观量的求解表达式
<http://edukg.org/knowledge/3.0/instance/physics#main-E1728>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,放射性元素
<http://edukg.org/knowledge/3.0/instance/physics#main-E1203>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,潮汐能
<http://edukg.org/knowledge/3.0/instance/physics#main-E1802>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,波动图像
<http://edukg.org/knowledge/3.0/instance/physics#main-E759>,<http://www.w3.org/2002/07/owl#NamedIndividual>,矢量
<http://edukg.org/knowledge/3.0/instance/physics#main-E1219>,<http://www.w3.org/2002/07/owl#NamedIndividual>,音叉
<http://edukg.org/knowledge/3.0/instance/physics#main-E912>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电冰箱
<http://edukg.org/knowledge/3.0/instance/physics#main-E544>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,行星
<http://edukg.org/knowledge/3.0/instance/physics#main-E504>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,点电荷的等势面
<http://edukg.org/knowledge/3.0/instance/physics#main-E972>,<http://www.w3.org/2002/07/owl#NamedIndividual>,磁场
<http://edukg.org/knowledge/3.0/instance/physics#main-E657>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,比较法建立功率的概念
<http://edukg.org/knowledge/3.0/instance/physics#main-E1172>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电功单位
<http://edukg.org/knowledge/3.0/instance/physics#main-E496>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,经典力学
<http://edukg.org/knowledge/3.0/instance/physics#main-E258>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,托里拆利实验
<http://edukg.org/knowledge/3.0/instance/physics#main-E1534>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,人造光源
<http://edukg.org/knowledge/3.0/instance/physics#main-E77>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,传动装置
<http://edukg.org/knowledge/3.0/instance/physics#main-E1872>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,斜抛运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E811>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,化学能
<http://edukg.org/knowledge/3.0/instance/physics#main-E1890>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,高压触电
<http://edukg.org/knowledge/3.0/instance/physics#main-E656>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,杠杆平衡
<http://edukg.org/knowledge/3.0/instance/physics#main-E260>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,液化石油气
<http://edukg.org/knowledge/3.0/instance/physics#main-E1516>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,能量耗散
<http://edukg.org/knowledge/3.0/instance/physics#main-E1023>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,内能
<http://edukg.org/knowledge/3.0/instance/physics#main-E710>,<http://www.w3.org/2002/07/owl#NamedIndividual>,路程
<http://edukg.org/knowledge/3.0/instance/physics#main-E1279>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,悬浮
<http://edukg.org/knowledge/3.0/instance/physics#main-E1318>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,物理应用
<http://edukg.org/knowledge/3.0/instance/physics#main-E913>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,等压线
<http://edukg.org/knowledge/3.0/instance/physics#main-E2201>,<http://www.w3.org/2002/07/owl#NamedIndividual>,牵引力
<http://edukg.org/knowledge/3.0/instance/physics#main-E89>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,斜碰
<http://edukg.org/knowledge/3.0/instance/physics#main-E1246>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电磁波传递信息
<http://edukg.org/knowledge/3.0/instance/physics#main-E774>,<http://www.w3.org/2002/07/owl#NamedIndividual>,位移
<http://edukg.org/knowledge/3.0/instance/physics#main-E371>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,安培
<http://edukg.org/knowledge/3.0/instance/physics#main-E2003>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,动力学法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1961>,<http://www.w3.org/2002/07/owl#NamedIndividual>,第一宇宙速度
<http://edukg.org/knowledge/3.0/instance/physics#main-E1399>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,力的分类
<http://edukg.org/knowledge/3.0/instance/physics#main-E1702>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,磁极
<http://edukg.org/knowledge/3.0/instance/physics#main-E2141>,<http://www.w3.org/2002/07/owl#NamedIndividual>,连续谱
<http://edukg.org/knowledge/3.0/instance/physics#main-E86>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,判定机械能守恒
<http://edukg.org/knowledge/3.0/instance/physics#main-E2115>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,理想化模型法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1429>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氢弹爆炸
<http://edukg.org/knowledge/3.0/instance/physics#main-E26>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,骨传导
<http://edukg.org/knowledge/3.0/instance/physics#main-E926>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,比荷
<http://edukg.org/knowledge/3.0/instance/physics#main-E1634>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,媒介子
<http://edukg.org/knowledge/3.0/instance/physics#main-E1030>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,承重结构
<http://edukg.org/knowledge/3.0/instance/physics#main-E2000>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,绝热过程
<http://edukg.org/knowledge/3.0/instance/physics#main-E563>,<http://www.w3.org/2002/07/owl#NamedIndividual>,直流电压表
<http://edukg.org/knowledge/3.0/instance/physics#main-E1846>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,短路法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1130>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,材料
<http://edukg.org/knowledge/3.0/instance/physics#main-E719>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,滑动变阻器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1948>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,水能及其利用
<http://edukg.org/knowledge/3.0/instance/physics#main-E1765>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,自感系数
<http://edukg.org/knowledge/3.0/instance/physics#main-E29>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电动机功率
<http://edukg.org/knowledge/3.0/instance/physics#main-E1302>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,质子
<http://edukg.org/knowledge/3.0/instance/physics#main-E903>,<http://www.w3.org/2002/07/owl#NamedIndividual>,周期
<http://edukg.org/knowledge/3.0/instance/physics#main-E799>,<http://www.w3.org/2002/07/owl#NamedIndividual>,噪声等级
<http://edukg.org/knowledge/3.0/instance/physics#main-E204>,<http://www.w3.org/2002/07/owl#NamedIndividual>,自由落体运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E333>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,生物质能
<http://edukg.org/knowledge/3.0/instance/physics#main-E302>,<http://edukg.org/knowledge/3.0/class/physics#main-C11>,弹力
<http://edukg.org/knowledge/3.0/instance/physics#main-E81>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,色光的三原色
<http://edukg.org/knowledge/3.0/instance/physics#main-E1640>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,噪声诊病
<http://edukg.org/knowledge/3.0/instance/physics#main-E286>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,逻辑电路
<http://edukg.org/knowledge/3.0/instance/physics#main-E1641>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,光带
<http://edukg.org/knowledge/3.0/instance/physics#main-E2138>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,多用电表的原理
<http://edukg.org/knowledge/3.0/instance/physics#main-E1914>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,托盘天平
<http://edukg.org/knowledge/3.0/instance/physics#main-E1153>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,非对称性交变电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E1092>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,纳米材料
<http://edukg.org/knowledge/3.0/instance/physics#main-E620>,<http://www.w3.org/2002/07/owl#NamedIndividual>,能量子
<http://edukg.org/knowledge/3.0/instance/physics#main-E992>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,霜
<http://edukg.org/knowledge/3.0/instance/physics#main-E1940>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,炉灶
<http://edukg.org/knowledge/3.0/instance/physics#main-E197>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,静电现象
<http://edukg.org/knowledge/3.0/instance/physics#main-E835>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,低碳生活
<http://edukg.org/knowledge/3.0/instance/physics#main-E1889>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,光谱分析
<http://edukg.org/knowledge/3.0/instance/physics#main-E606>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,伽利略
<http://edukg.org/knowledge/3.0/instance/physics#main-E788>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,假设推理法
<http://edukg.org/knowledge/3.0/instance/physics#main-E603>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光线弯曲
<http://edukg.org/knowledge/3.0/instance/physics#main-E1446>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,进户线
<http://edukg.org/knowledge/3.0/instance/physics#main-E1555>,<http://edukg.org/knowledge/3.0/class/physics#main-C18>,录音机
<http://edukg.org/knowledge/3.0/instance/physics#main-E824>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,振幅
<http://edukg.org/knowledge/3.0/instance/physics#main-E2135>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,系统
<http://edukg.org/knowledge/3.0/instance/physics#main-E407>,<http://www.w3.org/2002/07/owl#NamedIndividual>,分压器
<http://edukg.org/knowledge/3.0/instance/physics#main-E38>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,曲直互化法
<http://edukg.org/knowledge/3.0/instance/physics#main-E2174>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,声源
<http://edukg.org/knowledge/3.0/instance/physics#main-E1440>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,物理概念
<http://edukg.org/knowledge/3.0/instance/physics#main-E1387>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,用刻度尺测量长度
<http://edukg.org/knowledge/3.0/instance/physics#main-E1106>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,案秤
<http://edukg.org/knowledge/3.0/instance/physics#main-E999>,<http://www.w3.org/2002/07/owl#NamedIndividual>,位置
<http://edukg.org/knowledge/3.0/instance/physics#main-E602>,<http://www.w3.org/2002/07/owl#NamedIndividual>,明视距离
<http://edukg.org/knowledge/3.0/instance/physics#main-E1554>,<http://www.w3.org/2002/07/owl#NamedIndividual>,合场强
<http://edukg.org/knowledge/3.0/instance/physics#main-E839>,<http://www.w3.org/2002/07/owl#NamedIndividual>,折射成像画法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1658>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,起电
<http://edukg.org/knowledge/3.0/instance/physics#main-E711>,<http://www.w3.org/2002/07/owl#NamedIndividual>,引力常量
<http://edukg.org/knowledge/3.0/instance/physics#main-E659>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,导线
<http://edukg.org/knowledge/3.0/instance/physics#main-E410>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,能级
<http://edukg.org/knowledge/3.0/instance/physics#main-E1012>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,欧姆定律公式
<http://edukg.org/knowledge/3.0/instance/physics#main-E1343>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,追及问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E1264>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电池的并联
<http://edukg.org/knowledge/3.0/instance/physics#main-E1804>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,运动和力
<http://edukg.org/knowledge/3.0/instance/physics#main-E1253>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,新能源
